Age,Home,From,To,move_N,percentage_moving,t1,t2,ct1,ct2,S,E,A,Ia,Is,Ih,Ic,Im,R
2,932,186,932,21.2897358163707,-1,17,17.2581372210586,17.2581372210586,17.5162744421171,1,1,1,1,1,1,1,1,1
2,940,940,186,34.0075018754689,-1,8.7267103446824,9,9,9.2732896553176,1,1,1,1,0,0,0,0,1
2,940,186,940,34.0075018754689,-1,17,17.2732896553176,17.2732896553176,17.5465793106352,1,1,1,1,1,1,1,1,1
1,213,213,186,26.0693641618497,-1,8.14908606059631,9,9,9.85091393940369,1,1,1,1,0,0,0,0,1
1,213,186,213,26.0693641618497,-1,17,17.8509139394037,17.8509139394037,18.7018278788074,1,1,1,1,1,1,1,1,1
1,599,599,186,33.4426229508197,-1,8.77187484106885,9,9,9.22812515893115,1,1,1,1,0,0,0,0,1
1,599,186,599,33.4426229508197,-1,17,17.2281251589311,17.2281251589311,17.4562503178623,1,1,1,1,1,1,1,1,1
1,605,605,186,30.0886699507389,-1,8.70364733432343,9,9,9.29635266567657,1,1,1,1,0,0,0,0,1
1,605,186,605,30.0886699507389,-1,17,17.2963526656766,17.2963526656766,17.5927053313531,1,1,1,1,1,1,1,1,1
1,606,606,186,36.0937642239417,-1,8.68945349191582,9,9,9.31054650808419,1,1,1,1,0,0,0,0,1
1,606,186,606,36.0937642239417,-1,17,17.3105465080842,17.3105465080842,17.6210930161684,1,1,1,1,1,1,1,1,1
1,609,609,186,31.4915418076365,-1,8.66845918668637,9,9,9.33154081331363,1,1,1,1,0,0,0,0,1
1,609,186,609,31.4915418076365,-1,17,17.3315408133136,17.3315408133136,17.6630816266273,1,1,1,1,1,1,1,1,1
1,610,610,186,55.1339503166098,-1,8.66163908097669,9,9,9.33836091902331,1,1,1,1,0,0,0,0,1
1,610,186,610,55.1339503166098,-1,17,17.3383609190233,17.3383609190233,17.6767218380466,1,1,1,1,1,1,1,1,1
1,611,611,186,23.702518992403,-1,8.65313749219377,9,9,9.34686250780623,1,1,1,1,0,0,0,0,1
1,611,186,611,23.702518992403,-1,17,17.3468625078062,17.3468625078062,17.6937250156125,1,1,1,1,1,1,1,1,1
1,613,613,186,32.2192410885397,-1,8.6355742238269,9,9,9.3644257761731,1,1,1,1,0,0,0,0,1
1,613,186,613,32.2192410885397,-1,17,17.3644257761731,17.3644257761731,17.7288515523462,1,1,1,1,1,1,1,1,1
2,613,613,186,23.884631941455,-1,8.6355742238269,9,9,9.3644257761731,1,1,1,1,0,0,0,0,1
2,613,186,613,23.884631941455,-1,17,17.3644257761731,17.3644257761731,17.7288515523462,1,1,1,1,1,1,1,1,1
1,615,615,186,29.6396332863188,-1,8.6111053382122,9,9,9.3888946617878,1,1,1,1,0,0,0,0,1
1,615,186,615,29.6396332863188,-1,17,17.3888946617878,17.3888946617878,17.7777893235756,1,1,1,1,1,1,1,1,1
1,616,616,186,35.2183406113537,-1,8.59980802952549,9,9,9.40019197047451,1,1,1,1,0,0,0,0,1
1,616,186,616,35.2183406113537,-1,17,17.4001919704745,17.4001919704745,17.800383940949,1,1,1,1,1,1,1,1,1
1,618,618,186,21.3893048128342,-1,8.58259322348822,9,9,9.41740677651178,1,1,1,1,0,0,0,0,1
1,618,186,618,21.3893048128342,-1,17,17.4174067765118,17.4174067765118,17.8348135530236,1,1,1,1,1,1,1,1,1
2,618,618,186,21.0935357492654,-1,8.58259322348822,9,9,9.41740677651178,1,1,1,1,0,0,0,0,1
2,618,186,618,21.0935357492654,-1,17,17.4174067765118,17.4174067765118,17.8348135530236,1,1,1,1,1,1,1,1,1
1,624,624,186,23.7559418233416,-1,8.50960176718179,9,9,9.49039823281822,1,1,1,1,0,0,0,0,1
1,624,186,624,23.7559418233416,-1,17,17.4903982328182,17.4903982328182,17.9807964656364,1,1,1,1,1,1,1,1,1
1,627,627,186,35.6785034876347,-1,8.45915592473875,9,9,9.54084407526125,1,1,1,1,0,0,0,0,1
1,627,186,627,35.6785034876347,-1,17,17.5408440752612,17.5408440752612,18.0816881505225,1,1,1,1,1,1,1,1,1
1,641,641,186,24.6601235914213,-1,8.49304336674144,9,9,9.50695663325856,1,1,1,1,0,0,0,0,1
1,641,186,641,24.6601235914213,-1,17,17.5069566332586,17.5069566332586,18.0139132665171,1,1,1,1,1,1,1,1,1
2,642,642,186,25.5426393520724,-1,8.44315623584693,9,9,9.55684376415307,1,1,1,1,0,0,0,0,1
2,642,186,642,25.5426393520724,-1,17,17.5568437641531,17.5568437641531,18.1136875283061,1,1,1,1,1,1,1,1,1
2,751,751,186,34.3795539033457,-1,8.23564356884783,9,9,9.76435643115217,1,1,1,1,0,0,0,0,1
2,751,186,751,34.3795539033457,-1,17,17.7643564311522,17.7643564311522,18.5287128623043,1,1,1,1,1,1,1,1,1
1,777,777,186,23.6274575141619,-1,8.72574178665576,9,9,9.27425821334424,1,1,1,1,0,0,0,0,1
1,777,186,777,23.6274575141619,-1,17,17.2742582133442,17.2742582133442,17.5485164266885,1,1,1,1,1,1,1,1,1
2,779,779,186,20.6949602122016,-1,8.82376747910228,9,9,9.17623252089772,1,1,1,1,0,0,0,0,1
2,779,186,779,20.6949602122016,-1,17,17.1762325208977,17.1762325208977,17.3524650417954,1,1,1,1,1,1,1,1,1
1,783,783,186,25.9427932246724,-1,8.69911985240601,9,9,9.30088014759399,1,1,1,1,0,0,0,0,1
1,783,186,783,25.9427932246724,-1,17,17.300880147594,17.300880147594,17.601760295188,1,1,1,1,1,1,1,1,1
1,798,798,186,22.3738601823708,-1,8.66468454846494,9,9,9.33531545153506,1,1,1,1,0,0,0,0,1
1,798,186,798,22.3738601823708,-1,17,17.3353154515351,17.3353154515351,17.6706309030701,1,1,1,1,1,1,1,1,1
1,799,799,186,20.9230051329911,-1,8.67830220096762,9,9,9.32169779903238,1,1,1,1,0,0,0,0,1
1,799,186,799,20.9230051329911,-1,17,17.3216977990324,17.3216977990324,17.6433955980648,1,1,1,1,1,1,1,1,1
1,800,800,186,25.6160990712074,-1,8.66195038748898,9,9,9.33804961251102,1,1,1,1,0,0,0,0,1
1,800,186,800,25.6160990712074,-1,17,17.338049612511,17.338049612511,17.676099225022,1,1,1,1,1,1,1,1,1
2,800,800,186,21.8927265339293,-1,8.66195038748898,9,9,9.33804961251102,1,1,1,1,0,0,0,0,1
2,800,186,800,21.8927265339293,-1,17,17.338049612511,17.338049612511,17.676099225022,1,1,1,1,1,1,1,1,1
1,803,803,186,41.572602739726,-1,8.60775000323683,9,9,9.39224999676318,1,1,1,1,0,0,0,0,1
1,803,186,803,41.572602739726,-1,17,17.3922499967632,17.3922499967632,17.7844999935263,1,1,1,1,1,1,1,1,1
2,803,803,186,22.8057324840764,-1,8.60775000323683,9,9,9.39224999676318,1,1,1,1,0,0,0,0,1
2,803,186,803,22.8057324840764,-1,17,17.3922499967632,17.3922499967632,17.7844999935263,1,1,1,1,1,1,1,1,1
2,804,804,186,20.1159196290572,-1,8.57539985136456,9,9,9.42460014863544,1,1,1,1,0,0,0,0,1
2,804,186,804,20.1159196290572,-1,17,17.4246001486354,17.4246001486354,17.8492002972709,1,1,1,1,1,1,1,1,1
2,805,805,186,24.1069518716578,-1,8.60154516667699,9,9,9.39845483332302,1,1,1,1,0,0,0,0,1
2,805,186,805,24.1069518716578,-1,17,17.398454833323,17.398454833323,17.796909666646,1,1,1,1,1,1,1,1,1
1,859,859,186,22.2047101449275,-1,8.61896292350107,9,9,9.38103707649893,1,1,1,1,0,0,0,0,1
1,859,186,859,22.2047101449275,-1,17,17.3810370764989,17.3810370764989,17.7620741529979,1,1,1,1,1,1,1,1,1
1,861,861,186,24.7807486631016,-1,8.62023452954459,9,9,9.37976547045541,1,1,1,1,0,0,0,0,1
1,861,186,861,24.7807486631016,-1,17,17.3797654704554,17.3797654704554,17.7595309409108,1,1,1,1,1,1,1,1,1
1,948,948,186,23.2845792704948,-1,8.80841631561496,9,9,9.19158368438504,1,1,1,1,0,0,0,0,1
1,948,186,948,23.2845792704948,-1,17,17.191583684385,17.191583684385,17.3831673687701,1,1,1,1,1,1,1,1,1
2,979,979,186,20.9313593539704,-1,8.60682635294748,9,9,9.39317364705252,1,1,1,1,0,0,0,0,1
2,979,186,979,20.9313593539704,-1,17,17.3931736470525,17.3931736470525,17.7863472941051,1,1,1,1,1,1,1,1,1
3,161,161,186,20.4996243425995,-1,8.69198606442092,9,9,9.30801393557908,1,1,1,1,0,0,0,0,1
3,161,186,161,20.4996243425995,-1,17,17.3080139355791,17.3080139355791,17.6160278711582,1,1,1,1,1,1,1,1,1
1,162,162,186,25.4252232142857,-1,8.79483543926643,9,9,9.20516456073357,1,1,1,1,0,0,0,0,1
1,162,186,162,25.4252232142857,-1,17,17.2051645607336,17.2051645607336,17.4103291214672,1,1,1,1,1,1,1,1,1
2,162,162,186,25.4893292682927,-1,8.79483543926643,9,9,9.20516456073357,1,1,1,1,0,0,0,0,1
2,162,186,162,25.4893292682927,-1,17,17.2051645607336,17.2051645607336,17.4103291214672,1,1,1,1,1,1,1,1,1
1,165,165,186,21.8957345971564,-1,8.7779693443737,9,9,9.2220306556263,1,1,1,1,0,0,0,0,1
1,165,186,165,21.8957345971564,-1,17,17.2220306556263,17.2220306556263,17.4440613112526,1,1,1,1,1,1,1,1,1
2,165,165,186,28.1219512195122,-1,8.7779693443737,9,9,9.2220306556263,1,1,1,1,0,0,0,0,1
2,165,186,165,28.1219512195122,-1,17,17.2220306556263,17.2220306556263,17.4440613112526,1,1,1,1,1,1,1,1,1
1,166,166,186,25.1377952755905,-1,8.80935850295228,9,9,9.19064149704772,1,1,1,1,0,0,0,0,1
1,166,186,166,25.1377952755905,-1,17,17.1906414970477,17.1906414970477,17.3812829940954,1,1,1,1,1,1,1,1,1
2,166,166,186,20.1676499508358,-1,8.80935850295228,9,9,9.19064149704772,1,1,1,1,0,0,0,0,1
2,166,186,166,20.1676499508358,-1,17,17.1906414970477,17.1906414970477,17.3812829940954,1,1,1,1,1,1,1,1,1
2,167,167,186,20.482046237088,-1,8.74101822087851,9,9,9.25898177912149,1,1,1,1,0,0,0,0,1
2,167,186,167,20.482046237088,-1,17,17.2589817791215,17.2589817791215,17.517963558243,1,1,1,1,1,1,1,1,1
1,169,169,186,30.7704654895666,-1,8.71041370416165,9,9,9.28958629583835,1,1,1,1,0,0,0,0,1
1,169,186,169,30.7704654895666,-1,17,17.2895862958383,17.2895862958383,17.5791725916767,1,1,1,1,1,1,1,1,1
1,171,171,186,28.2733668341709,-1,8.81303549199337,9,9,9.18696450800663,1,1,1,1,0,0,0,0,1
1,171,186,171,28.2733668341709,-1,17,17.1869645080066,17.1869645080066,17.3739290160133,1,1,1,1,1,1,1,1,1
2,171,171,186,21.6416065911431,-1,8.81303549199337,9,9,9.18696450800663,1,1,1,1,0,0,0,0,1
2,171,186,171,21.6416065911431,-1,17,17.1869645080066,17.1869645080066,17.3739290160133,1,1,1,1,1,1,1,1,1
1,174,174,186,21.8584353379457,-1,8.86201456331789,9,9,9.13798543668211,1,1,1,1,0,0,0,0,1
1,174,186,174,21.8584353379457,-1,17,17.1379854366821,17.1379854366821,17.2759708733642,1,1,1,1,1,1,1,1,1
1,180,180,186,23.2435344827586,-1,8.87744469286993,9,9,9.12255530713007,1,1,1,1,0,0,0,0,1
1,180,186,180,23.2435344827586,-1,17,17.1225553071301,17.1225553071301,17.2451106142601,1,1,1,1,1,1,1,1,1
2,183,183,186,25.1606805293006,-1,8.96905337774649,9,9,9.03094662225351,1,1,1,1,0,0,0,0,1
2,183,186,183,25.1606805293006,-1,17,17.0309466222535,17.0309466222535,17.061893244507,1,1,1,1,1,1,1,1,1
1,184,184,186,28.7563025210084,-1,8.96257467853551,9,9,9.03742532146449,1,1,1,1,0,0,0,0,1
1,184,186,184,28.7563025210084,-1,17,17.0374253214645,17.0374253214645,17.074850642929,1,1,1,1,1,1,1,1,1
3,184,184,186,25.114382785957,-1,8.96257467853551,9,9,9.03742532146449,1,1,1,1,0,0,0,0,1
3,184,186,184,25.114382785957,-1,17,17.0374253214645,17.0374253214645,17.074850642929,1,1,1,1,1,1,1,1,1
2,185,185,186,22.8571428571429,-1,8.93617225070171,9,9,9.06382774929829,1,1,1,1,0,0,0,0,1
2,185,186,185,22.8571428571429,-1,17,17.0638277492983,17.0638277492983,17.1276554985966,1,1,1,1,1,1,1,1,1
1,187,187,186,94.8039215686275,-1,8.9792885691624,9,9,9.0207114308376,1,1,1,1,0,0,0,0,1
1,187,186,187,94.8039215686275,-1,17,17.0207114308376,17.0207114308376,17.0414228616752,1,1,1,1,1,1,1,1,1
2,187,187,186,70.1633393829401,-1,8.9792885691624,9,9,9.0207114308376,1,1,1,1,0,0,0,0,1
2,187,186,187,70.1633393829401,-1,17,17.0207114308376,17.0207114308376,17.0414228616752,1,1,1,1,1,1,1,1,1
3,187,187,186,25.797247706422,-1,8.9792885691624,9,9,9.0207114308376,1,1,1,1,0,0,0,0,1
3,187,186,187,25.797247706422,-1,17,17.0207114308376,17.0207114308376,17.0414228616752,1,1,1,1,1,1,1,1,1
1,335,335,186,33.8131386861314,-1,8.71354116138881,9,9,9.28645883861119,1,1,1,1,0,0,0,0,1
1,335,186,335,33.8131386861314,-1,17,17.2864588386112,17.2864588386112,17.5729176772224,1,1,1,1,1,1,1,1,1
1,337,337,186,28.122555410691,-1,8.74932383532986,9,9,9.25067616467014,1,1,1,1,0,0,0,0,1
1,337,186,337,28.122555410691,-1,17,17.2506761646701,17.2506761646701,17.5013523293403,1,1,1,1,1,1,1,1,1
2,337,337,186,27.577358490566,-1,8.74932383532986,9,9,9.25067616467014,1,1,1,1,0,0,0,0,1
2,337,186,337,27.577358490566,-1,17,17.2506761646701,17.2506761646701,17.5013523293403,1,1,1,1,1,1,1,1,1
1,338,338,186,23.7717391304348,-1,8.7365521285876,9,9,9.2634478714124,1,1,1,1,0,0,0,0,1
1,338,186,338,23.7717391304348,-1,17,17.2634478714124,17.2634478714124,17.5268957428248,1,1,1,1,1,1,1,1,1
1,339,339,186,28.5258932155761,-1,8.72556836476327,9,9,9.27443163523673,1,1,1,1,0,0,0,0,1
1,339,186,339,28.5258932155761,-1,17,17.2744316352367,17.2744316352367,17.5488632704735,1,1,1,1,1,1,1,1,1
1,341,341,186,23.8846153846154,-1,8.78022390243904,9,9,9.21977609756096,1,1,1,1,0,0,0,0,1
1,341,186,341,23.8846153846154,-1,17,17.219776097561,17.219776097561,17.4395521951219,1,1,1,1,1,1,1,1,1
2,341,341,186,22.6394453004622,-1,8.78022390243904,9,9,9.21977609756096,1,1,1,1,0,0,0,0,1
2,341,186,341,22.6394453004622,-1,17,17.219776097561,17.219776097561,17.4395521951219,1,1,1,1,1,1,1,1,1
2,345,345,186,20.3028901734104,-1,8.74925801351236,9,9,9.25074198648764,1,1,1,1,0,0,0,0,1
2,345,186,345,20.3028901734104,-1,17,17.2507419864876,17.2507419864876,17.5014839729753,1,1,1,1,1,1,1,1,1
1,346,346,186,24.6840591618735,-1,8.74223079279068,9,9,9.25776920720932,1,1,1,1,0,0,0,0,1
1,346,186,346,24.6840591618735,-1,17,17.2577692072093,17.2577692072093,17.5155384144186,1,1,1,1,1,1,1,1,1
1,349,349,186,38.3279968762202,-1,8.77536673228651,9,9,9.22463326771349,1,1,1,1,0,0,0,0,1
1,349,186,349,38.3279968762202,-1,17,17.2246332677135,17.2246332677135,17.449266535427,1,1,1,1,1,1,1,1,1
1,350,350,186,77.2560975609756,-1,8.80799069180765,9,9,9.19200930819235,1,1,1,1,0,0,0,0,1
1,350,186,350,77.2560975609756,-1,17,17.1920093081924,17.1920093081924,17.3840186163847,1,1,1,1,1,1,1,1,1
2,350,350,186,30.4380381879446,-1,8.80799069180765,9,9,9.19200930819235,1,1,1,1,0,0,0,0,1
2,350,186,350,30.4380381879446,-1,17,17.1920093081924,17.1920093081924,17.3840186163847,1,1,1,1,1,1,1,1,1
1,352,352,186,40.1406149903908,-1,8.76685254064611,9,9,9.23314745935389,1,1,1,1,0,0,0,0,1
1,352,186,352,40.1406149903908,-1,17,17.2331474593539,17.2331474593539,17.4662949187078,1,1,1,1,1,1,1,1,1
1,353,353,186,30.5612068965517,-1,8.81262324259163,9,9,9.18737675740837,1,1,1,1,0,0,0,0,1
1,353,186,353,30.5612068965517,-1,17,17.1873767574084,17.1873767574084,17.3747535148167,1,1,1,1,1,1,1,1,1
2,353,353,186,20.5346534653465,-1,8.81262324259163,9,9,9.18737675740837,1,1,1,1,0,0,0,0,1
2,353,186,353,20.5346534653465,-1,17,17.1873767574084,17.1873767574084,17.3747535148167,1,1,1,1,1,1,1,1,1
1,354,354,186,45.1042047531993,-1,8.85052066111421,9,9,9.14947933888579,1,1,1,1,0,0,0,0,1
1,354,186,354,45.1042047531993,-1,17,17.1494793388858,17.1494793388858,17.2989586777716,1,1,1,1,1,1,1,1,1
1,355,355,186,20.0767123287671,-1,8.89758478098518,9,9,9.10241521901482,1,1,1,1,0,0,0,0,1
1,355,186,355,20.0767123287671,-1,17,17.1024152190148,17.1024152190148,17.2048304380296,1,1,1,1,1,1,1,1,1
2,355,355,186,23.4533898305085,-1,8.89758478098518,9,9,9.10241521901482,1,1,1,1,0,0,0,0,1
2,355,186,355,23.4533898305085,-1,17,17.1024152190148,17.1024152190148,17.2048304380296,1,1,1,1,1,1,1,1,1
2,394,394,186,22.8005780346821,-1,8.57799180626222,9,9,9.42200819373779,1,1,1,1,0,0,0,0,1
2,394,186,394,22.8005780346821,-1,17,17.4220081937378,17.4220081937378,17.8440163874756,1,1,1,1,1,1,1,1,1
1,403,403,186,23.4671238402582,-1,8.64615073614383,9,9,9.35384926385617,1,1,1,1,0,0,0,0,1
1,403,186,403,23.4671238402582,-1,17,17.3538492638562,17.3538492638562,17.7076985277123,1,1,1,1,1,1,1,1,1
2,408,408,186,20.2954545454545,-1,8.67219655904843,9,9,9.32780344095157,1,1,1,1,0,0,0,0,1
2,408,186,408,20.2954545454545,-1,17,17.3278034409516,17.3278034409516,17.6556068819031,1,1,1,1,1,1,1,1,1
1,411,411,186,21.4269406392694,-1,8.7014553795841,9,9,9.2985446204159,1,1,1,1,0,0,0,0,1
1,411,186,411,21.4269406392694,-1,17,17.2985446204159,17.2985446204159,17.5970892408318,1,1,1,1,1,1,1,1,1
1,414,414,186,45.6084656084656,-1,8.69478069436368,9,9,9.30521930563632,1,1,1,1,0,0,0,0,1
1,414,186,414,45.6084656084656,-1,17,17.3052193056363,17.3052193056363,17.6104386112726,1,1,1,1,1,1,1,1,1
2,414,414,186,20.647755303404,-1,8.69478069436368,9,9,9.30521930563632,1,1,1,1,0,0,0,0,1
2,414,186,414,20.647755303404,-1,17,17.3052193056363,17.3052193056363,17.6104386112726,1,1,1,1,1,1,1,1,1
1,533,533,186,27.4792671166827,-1,8.73195262107678,9,9,9.26804737892322,1,1,1,1,0,0,0,0,1
1,533,186,533,27.4792671166827,-1,17,17.2680473789232,17.2680473789232,17.5360947578465,1,1,1,1,1,1,1,1,1
1,535,535,186,28.7083333333333,-1,8.75116802259132,9,9,9.24883197740868,1,1,1,1,0,0,0,0,1
1,535,186,535,28.7083333333333,-1,17,17.2488319774087,17.2488319774087,17.4976639548174,1,1,1,1,1,1,1,1,1
2,535,535,186,20.765306122449,-1,8.75116802259132,9,9,9.24883197740868,1,1,1,1,0,0,0,0,1
2,535,186,535,20.765306122449,-1,17,17.2488319774087,17.2488319774087,17.4976639548174,1,1,1,1,1,1,1,1,1
1,538,538,186,51.4015069967707,-1,8.77993631623115,9,9,9.22006368376885,1,1,1,1,0,0,0,0,1
1,538,186,538,51.4015069967707,-1,17,17.2200636837689,17.2200636837689,17.4401273675377,1,1,1,1,1,1,1,1,1
2,538,538,186,29.9058473736373,-1,8.77993631623115,9,9,9.22006368376885,1,1,1,1,0,0,0,0,1
2,538,186,538,29.9058473736373,-1,17,17.2200636837689,17.2200636837689,17.4401273675377,1,1,1,1,1,1,1,1,1
1,539,539,186,37.6537585421412,-1,8.79735217008066,9,9,9.20264782991934,1,1,1,1,0,0,0,0,1
1,539,186,539,37.6537585421412,-1,17,17.2026478299193,17.2026478299193,17.4052956598387,1,1,1,1,1,1,1,1,1
2,539,539,186,21.229862475442,-1,8.79735217008066,9,9,9.20264782991934,1,1,1,1,0,0,0,0,1
2,539,186,539,21.229862475442,-1,17,17.2026478299193,17.2026478299193,17.4052956598387,1,1,1,1,1,1,1,1,1
1,540,540,186,20.1393841166937,-1,8.79091067058265,9,9,9.20908932941735,1,1,1,1,0,0,0,0,1
1,540,186,540,20.1393841166937,-1,17,17.2090893294173,17.2090893294173,17.4181786588347,1,1,1,1,1,1,1,1,1
1,541,541,186,26.7647058823529,-1,8.8067664557216,9,9,9.1932335442784,1,1,1,1,0,0,0,0,1
1,541,186,541,26.7647058823529,-1,17,17.1932335442784,17.1932335442784,17.3864670885568,1,1,1,1,1,1,1,1,1
2,541,541,186,25.8734246575342,-1,8.8067664557216,9,9,9.1932335442784,1,1,1,1,0,0,0,0,1
2,541,186,541,25.8734246575342,-1,17,17.1932335442784,17.1932335442784,17.3864670885568,1,1,1,1,1,1,1,1,1
1,542,542,186,27.2131782945736,-1,8.81668406134455,9,9,9.18331593865545,1,1,1,1,0,0,0,0,1
1,542,186,542,27.2131782945736,-1,17,17.1833159386555,17.1833159386555,17.3666318773109,1,1,1,1,1,1,1,1,1
1,543,543,186,55.1974283418162,-1,8.82929519785557,9,9,9.17070480214443,1,1,1,1,0,0,0,0,1
1,543,186,543,55.1974283418162,-1,17,17.1707048021444,17.1707048021444,17.3414096042889,1,1,1,1,1,1,1,1,1
2,543,543,186,26.8433286843329,-1,8.82929519785557,9,9,9.17070480214443,1,1,1,1,0,0,0,0,1
2,543,186,543,26.8433286843329,-1,17,17.1707048021444,17.1707048021444,17.3414096042889,1,1,1,1,1,1,1,1,1
1,544,544,186,31.8786764705882,-1,8.80146504855845,9,9,9.19853495144155,1,1,1,1,0,0,0,0,1
1,544,186,544,31.8786764705882,-1,17,17.1985349514416,17.1985349514416,17.3970699028831,1,1,1,1,1,1,1,1,1
1,545,545,186,25.3009458297506,-1,8.83867108945701,9,9,9.16132891054299,1,1,1,1,0,0,0,0,1
1,545,186,545,25.3009458297506,-1,17,17.161328910543,17.161328910543,17.322657821086,1,1,1,1,1,1,1,1,1
1,548,548,186,24.5391373801917,-1,8.87040491261635,9,9,9.12959508738365,1,1,1,1,0,0,0,0,1
1,548,186,548,24.5391373801917,-1,17,17.1295950873837,17.1295950873837,17.2591901747673,1,1,1,1,1,1,1,1,1
2,548,548,186,30.3814432989691,-1,8.87040491261635,9,9,9.12959508738365,1,1,1,1,0,0,0,0,1
2,548,186,548,30.3814432989691,-1,17,17.1295950873837,17.1295950873837,17.2591901747673,1,1,1,1,1,1,1,1,1
1,549,549,186,40.137049941928,-1,8.89197435326296,9,9,9.10802564673704,1,1,1,1,0,0,0,0,1
1,549,186,549,40.137049941928,-1,17,17.108025646737,17.108025646737,17.2160512934741,1,1,1,1,1,1,1,1,1
2,549,549,186,31.6590096988259,-1,8.89197435326296,9,9,9.10802564673704,1,1,1,1,0,0,0,0,1
2,549,186,549,31.6590096988259,-1,17,17.108025646737,17.108025646737,17.2160512934741,1,1,1,1,1,1,1,1,1
1,550,550,186,38.8566552901024,-1,8.8801627688396,9,9,9.1198372311604,1,1,1,1,0,0,0,0,1
1,550,186,550,38.8566552901024,-1,17,17.1198372311604,17.1198372311604,17.2396744623208,1,1,1,1,1,1,1,1,1
2,550,550,186,32.4592833876221,-1,8.8801627688396,9,9,9.1198372311604,1,1,1,1,0,0,0,0,1
2,550,186,550,32.4592833876221,-1,17,17.1198372311604,17.1198372311604,17.2396744623208,1,1,1,1,1,1,1,1,1
1,551,551,186,36.1666666666667,-1,8.91662754816673,9,9,9.08337245183327,1,1,1,1,0,0,0,0,1
1,551,186,551,36.1666666666667,-1,17,17.0833724518333,17.0833724518333,17.1667449036665,1,1,1,1,1,1,1,1,1
1,552,552,186,42.2127659574468,-1,8.91429450330843,9,9,9.08570549669157,1,1,1,1,0,0,0,0,1
1,552,186,552,42.2127659574468,-1,17,17.0857054966916,17.0857054966916,17.1714109933831,1,1,1,1,1,1,1,1,1
1,553,553,186,25.2984113353371,-1,8.94753467252081,9,9,9.05246532747919,1,1,1,1,0,0,0,0,1
1,553,186,553,25.2984113353371,-1,17,17.0524653274792,17.0524653274792,17.1049306549584,1,1,1,1,1,1,1,1,1
2,553,553,186,35.5641298563066,-1,8.94753467252081,9,9,9.05246532747919,1,1,1,1,0,0,0,0,1
2,553,186,553,35.5641298563066,-1,17,17.0524653274792,17.0524653274792,17.1049306549584,1,1,1,1,1,1,1,1,1
3,553,553,186,20.5004849660524,-1,8.94753467252081,9,9,9.05246532747919,1,1,1,1,0,0,0,0,1
3,553,186,553,20.5004849660524,-1,17,17.0524653274792,17.0524653274792,17.1049306549584,1,1,1,1,1,1,1,1,1
1,598,598,186,28.2272170004087,-1,8.80842941176712,9,9,9.19157058823288,1,1,1,1,0,0,0,0,1
1,598,186,598,28.2272170004087,-1,17,17.1915705882329,17.1915705882329,17.3831411764658,1,1,1,1,1,1,1,1,1
2,734,734,186,32.366844207723,-1,8.32716970600682,9,9,9.67283029399319,1,1,1,1,0,0,0,0,1
2,734,186,734,32.366844207723,-1,17,17.6728302939932,17.6728302939932,18.3456605879864,1,1,1,1,1,1,1,1,1
1,778,778,186,21.4348302300109,-1,8.86830938739062,9,9,9.13169061260938,1,1,1,1,0,0,0,0,1
1,778,186,778,21.4348302300109,-1,17,17.1316906126094,17.1316906126094,17.2633812252188,1,1,1,1,1,1,1,1,1
1,789,789,186,34.4744228157537,-1,8.80702131557149,9,9,9.19297868442851,1,1,1,1,0,0,0,0,1
1,789,186,789,34.4744228157537,-1,17,17.1929786844285,17.1929786844285,17.385957368857,1,1,1,1,1,1,1,1,1
1,835,835,186,52.1419316843345,-1,8.66267476592074,9,9,9.33732523407926,1,1,1,1,0,0,0,0,1
1,835,186,835,52.1419316843345,-1,17,17.3373252340793,17.3373252340793,17.6746504681585,1,1,1,1,1,1,1,1,1
1,844,844,186,22.7494078635718,-1,8.80525071506006,9,9,9.19474928493994,1,1,1,1,0,0,0,0,1
1,844,186,844,22.7494078635718,-1,17,17.1947492849399,17.1947492849399,17.3894985698799,1,1,1,1,1,1,1,1,1
1,882,882,186,21.5313868613139,-1,8.46475998660905,9,9,9.53524001339095,1,1,1,1,0,0,0,0,1
1,882,186,882,21.5313868613139,-1,17,17.5352400133909,17.5352400133909,18.0704800267819,1,1,1,1,1,1,1,1,1
1,910,910,186,25.8276944541332,-1,8.58182904580955,9,9,9.41817095419045,1,1,1,1,0,0,0,0,1
1,910,186,910,25.8276944541332,-1,17,17.4181709541905,17.4181709541905,17.8363419083809,1,1,1,1,1,1,1,1,1
2,939,939,186,30.6630228136882,-1,8.92082521425809,9,9,9.07917478574191,1,1,1,1,0,0,0,0,1
2,939,186,939,30.6630228136882,-1,17,17.0791747857419,17.0791747857419,17.1583495714838,1,1,1,1,1,1,1,1,1
1,177,177,186,28.2882882882883,-1,8.83333689792405,9,9,9.16666310207595,1,1,1,1,0,0,0,0,1
1,177,186,177,28.2882882882883,-1,17,17.166663102076,17.166663102076,17.3333262041519,1,1,1,1,1,1,1,1,1
2,177,177,186,24.8759124087591,-1,8.83333689792405,9,9,9.16666310207595,1,1,1,1,0,0,0,0,1
2,177,186,177,24.8759124087591,-1,17,17.166663102076,17.166663102076,17.3333262041519,1,1,1,1,1,1,1,1,1
1,347,347,186,23.9470198675497,-1,8.66343404594897,9,9,9.33656595405103,1,1,1,1,0,0,0,0,1
1,347,186,347,23.9470198675497,-1,17,17.336565954051,17.336565954051,17.6731319081021,1,1,1,1,1,1,1,1,1
